date,province,district,subdist,village,hi,ci,bi
2016-3,นครศรีธรรมราช,ลานสกา,ท่าดี,มะม่วงทอง,13.33,4.64,30
2016-3,นครศรีธรรมราช,สิชล,เสาเภา,ต้นเหรียง,16.67,6.44,50
2016-3,นครศรีธรรมราช,หัวไทร,แหลม,ท่าเตียน,7.5,1.46,12.5
2016-3,ราชบุรี,ปากท่อ,ดอนทราย,ดอนทราย,14,5.18,20
2016-3,สมุทรสาคร,บ้านแพ้ว,ยกกระบัตร,หมูทอด,0,0,0
2016-3,สมุทรสาคร,บ้านแพ้ว,หลักสาม,ทุ่งอินทรีย์,0,0,0
2016-2,กระบี่,เมืองกระบี่,ทับปริก,ทับปริก,7.5,3,20
2016-2,กระบี่,เมืองกระบี่,ไสไทย,คลองหิน,15,5.05,25
2016-2,กระบี่,อ่าวลึก,คลองหิน,บน,15,2.47,20
2016-2,นครศรีธรรมราช,จุฬาภรณ์,ทุ่งโพธิ์,เขายิก,10,3.15,27.5
2016-2,นครศรีธรรมราช,จุฬาภรณ์,ทุ่งโพธิ์,เหนือคลอง,8.75,2.8,23.75
2016-2,นครศรีธรรมราช,จุฬาภรณ์,ทุ่งโพธิ์,คอนตอ,12.5,3.81,31.25
2016-2,นครศรีธรรมราช,ชะอวด,ท่าประจะ,ลำแบน,15,4.37,38.75
2016-2,นครศรีธรรมราช,ชะอวด,ท่าประจะ,ดอนมะปรางค์,11.25,2.71,23.75
2016-2,นครศรีธรรมราช,ชะอวด,วังอ่าง,ท่าไทร,5,2.19,20
2016-2,นครศรีธรรมราช,ชะอวด,วังอ่าง,หนองนนทรีย์,10,3.96,32.5
2016-2,นครศรีธรรมราช,ชะอวด,วังอ่าง,หนองบัว,7.5,2.62,20
2016-2,นครศรีธรรมราช,ชะอวด,วังอ่าง,ควนมิตร,10,4.33,35
2016-2,นครศรีธรรมราช,ท่าศาลา,ท่าศาลา,หน้าทับ,20,8.46,67.5
2016-2,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,กรุงหยัน,22.5,3.36,22.5
2016-2,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,กรุงหยัน,12.5,2.18,12.5
2016-2,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,ควนประชาสรรค์,20,3.19,22.5
2016-2,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,เสม็ดจวน,30,4.36,30
2016-2,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,จุฬาภรณ์พัฒนา 4,22.5,3.67,22.5
2016-2,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,ควนแดง,17.5,2.66,17.5
2016-2,นครศรีธรรมราช,ทุ่งใหญ่,ท่ายาง,บางตะเภา,22.5,3.44,22.5
2016-2,นครศรีธรรมราช,ทุ่งใหญ่,ปริก,ไสเทียม,20,3.54,20
2016-2,นครศรีธรรมราช,ทุ่งใหญ่,ปริก,ไร่มุสลิม,30,5.17,30
2016-2,นครศรีธรรมราช,ทุ่งใหญ่,ปริก,เหนือคลอง,37.5,6.2,37.5
2016-2,นครศรีธรรมราช,บางขัน,บางขัน,คอกช้าง,7.5,0.65,7.5
2016-2,นครศรีธรรมราช,บางขัน,บางขัน,ไสเตาอ้อย,5,0.45,5
2016-2,นครศรีธรรมราช,บางขัน,บ้านนิคม,บ้านนาตำเสา,5,0.36,5
2016-2,นครศรีธรรมราช,บางขัน,บ้านลำนาว,น้ำนิ่ง,7.5,0.6,7.5
2016-2,นครศรีธรรมราช,บางขัน,บ้านลำนาว,ควนหินราว,7.5,0.77,7.5
2016-2,นครศรีธรรมราช,พิปูน,กะทูน,ปากจัง,26.67,3.63,26.67
2016-2,นครศรีธรรมราช,พิปูน,กะทูน,ห้วยกลาง,26.25,3.16,26.25
2016-2,นครศรีธรรมราช,เมืองนครศรีธรรมราช,โพธิ์เสด็จ,ทุ่งแย้,7.5,2.57,17.5
2016-2,นครศรีธรรมราช,ลานสกา,ขุนทะเล,คดศอก,17.5,4.09,32.5
2016-2,ประจวบคีรีขันธ์,กุยบุรี,สามกระทาย,นาวัลเปรียง,29,8.05,43
2016-2,เพชรบุรี,เขาย้อย,ห้วยโรง,ห้วยโรง,16,3.42,20
2016-2,ราชบุรี,ดำเนินสะดวก,ดอนกรวย,ดอนกรวย,0,0,0
2016-2,ราชบุรี,บางแพ,โพหัก,โพหัก,0,0,0
2016-2,สมุทรสงคราม,บางคนที,จอมปลวก,จอมปลวก,6,1.83,7
2016-2,สมุทรสาคร,กระทุ่มแบน,ท่าไม้,หัวแค,0,0,0
2016-2,สมุทรสาคร,บ้านแพ้ว,ยกกระบัตร,หมูทอด,0,0,0
2016-1,กระบี่,คลองท่อม,คลองพน,ท่ามะพร้าว,15,8.18,32.5
2016-1,กระบี่,เมืองกระบี่,อ่าวนาง,ช่องพลี,14,6.14,37
2016-1,นครศรีธรรมราช,จุฬาภรณ์,ทุ่งโพธิ์,โคกแร่,10,3.23,32.5
2016-1,นครศรีธรรมราช,จุฬาภรณ์,ทุ่งโพธิ์,ใสหินตั้ง,13.75,3.92,40
2016-1,นครศรีธรรมราช,จุฬาภรณ์,ทุ่งโพธิ์,เตาปูน,11.25,4.22,42.5
2016-1,นครศรีธรรมราช,ชะอวด,เกาะขันธ์,ลานนา,5,0.74,7.5
2016-1,นครศรีธรรมราช,ชะอวด,เกาะขันธ์,ควนดินแดง,7.5,1.75,17.5
2016-1,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,ท่าข้าม,13.75,3.98,38.75
2016-1,นครศรีธรรมราช,ชะอวด,บ้านตูล,ควนเงิน,11.25,3.39,31.25
2016-1,นครศรีธรรมราช,ทุ่งสง,เขาโร,นาบัวทอง,14,5.13,36
2016-1,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,บ่อปลา,15,1.95,15
2016-1,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,กรุงหยัน,10,1.12,10
2016-1,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ป่าไม้,15,2.14,15
2016-1,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ทะเลสองห้อง,10,1.4,10
2016-1,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,ควนประชาสรรค์,15,1.91,15
2016-1,นครศรีธรรมราช,ทุ่งใหญ่,ท่ายาง,ยางสองขอน,15,2.18,15
2016-1,นครศรีธรรมราช,ทุ่งใหญ่,ท่ายาง,กรุงหยันใต้,12.5,2.1,12.5
2016-1,นครศรีธรรมราช,ทุ่งใหญ่,ปริก,ไสใหญ่,17.5,2.72,17.5
2016-1,นครศรีธรรมราช,ทุ่งใหญ่,ปริก,อวดพัน,22.5,3.11,22.5
2016-1,นครศรีธรรมราช,บางขัน,บางขัน,คลองเสาเหนือ,7.5,0.79,7.5
2016-1,นครศรีธรรมราช,บางขัน,บางขัน,ทับกลาง,5,0.47,5
2016-1,นครศรีธรรมราช,บางขัน,บ้านนิคม,นิคมสายสอง,5,0.41,5
2016-1,นครศรีธรรมราช,บางขัน,บ้านนิคม,นาตำเสา,5,0.38,5
2016-1,นครศรีธรรมราช,บางขัน,บ้านลำนาว,บางปริก,5,0.49,5
2016-1,นครศรีธรรมราช,พระพรหม,นาพรุ,บ่อขรบ,12,7.57,52
2016-1,นครศรีธรรมราช,พิปูน,กะทูน,ห้วยกลาง,29.17,3.7,29.17
2016-1,นครศรีธรรมราช,พิปูน,เขาพระ,ห้วยตรีต,21.25,3.08,21.25
2016-1,นครศรีธรรมราช,เมืองนครศรีธรรมราช,ท่าไร่,ท่าไร่,15,7.68,68
2015-12,กระบี่,คลองท่อม,คลองพน,ดินนา,22.5,5.52,22.5
2015-12,กระบี่,เมืองกระบี่,อ่าวนาง,ช่องพลี,23.64,12.69,61.82
2015-12,นครศรีธรรมราช,จุฬาภรณ์,ทุ่งโพธิ์,ทุ่งโพธิ์,12.5,5.5,40
2015-12,นครศรีธรรมราช,จุฬาภรณ์,ทุ่งโพธิ์,โคกแร่,10,3.77,27.5
2015-12,นครศรีธรรมราช,จุฬาภรณ์,ทุ่งโพธิ์,เขายิก,10,4.55,35
2015-12,นครศรีธรรมราช,จุฬาภรณ์,ทุ่งโพธิ์,ใสหินตั้ง,10,4.89,40
2015-12,นครศรีธรรมราช,จุฬาภรณ์,ทุ่งโพธิ์,เตาปูน,10,5.7,45
2015-12,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,กาโห่ใต้,7.5,2.86,20
2015-12,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,ควนวัดใหม่,10,4.39,35
2015-12,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,ควนหนองหงษ์,10,5.26,40
2015-12,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,ทุ่งโป๊ะ,5,1.76,12.5
2015-12,นครศรีธรรมราช,ชะอวด,ควนหนองหงษ์,กาโห่เหนือ,10,5.17,37.5
2015-12,นครศรีธรรมราช,ชะอวด,วังอ่าง,ท่าไทร,7.5,1.84,20
2015-12,นครศรีธรรมราช,ชะอวด,วังอ่าง,ควนมิตร,10,3.13,30
2015-12,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ป่าไม้,10,1.61,10
2015-12,นครศรีธรรมราช,ทุ่งใหญ่,กรุงหยัน,ถ้ำเพดาน,11.25,2.34,11.25
2015-12,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,กุแหระ,7.5,1.28,7.5
2015-12,นครศรีธรรมราช,ทุ่งใหญ่,กุแหระ,สองแพรก,8.75,1.57,8.75
